Número do processos,Contrato,Extrato,Comprovante de crédito,Dossiê,Demonstrativo de evolução da dívida,Laudo referenciado
3999575-17.2025.8.15.8132,1,1,1,1,1,1
5893943-29.2025.8.10.9630,0,1,1,1,1,1
6866105-87.2025.8.21.2109,1,1,1,0,0,1
7997866-81.2025.8.08.8715,1,1,0,1,0,1
9112315-40.2025.8.01.8388,1,1,1,1,0,1
8030899-98.2025.8.03.9557,0,1,0,1,0,1
8116247-38.2025.8.19.1550,1,1,0,0,0,1
8345842-21.2025.8.03.0934,1,1,0,0,0,1
9253872-20.2025.8.03.5414,0,1,1,1,1,1
7724718-79.2025.8.18.9744,1,0,1,1,1,1
6345839-12.2025.8.20.3196,1,1,0,1,1,1
9425409-71.2025.8.01.8843,1,1,1,1,1,1
4919803-77.2025.8.08.1443,1,1,0,0,1,1
6781119-36.2025.8.02.8519,0,0,1,1,0,1
7555971-45.2025.8.26.9664,1,1,1,1,1,0
4148812-75.2025.8.15.2482,1,1,1,0,1,1
7340780-87.2025.8.22.6185,0,0,1,0,1,1
1930833-23.2025.8.17.3648,1,1,1,0,1,1
7745776-36.2025.8.02.7683,1,1,1,1,1,1
3093815-77.2025.8.20.9730,0,0,0,1,0,1
7087276-12.2025.8.02.4840,1,1,0,0,0,1
3262724-27.2025.8.11.3638,1,1,0,1,1,1
8709609-52.2025.8.05.5407,1,1,0,0,0,1
1752978-26.2025.8.19.5125,0,0,0,1,0,1
4587827-24.2025.8.26.3708,1,1,1,1,0,1
3823504-30.2025.8.12.4091,1,0,0,1,0,1
7406911-03.2025.8.01.4031,1,1,0,1,1,1
4659079-44.2025.8.01.5147,1,1,1,1,0,1
4594936-86.2025.8.07.5799,1,1,0,0,1,1
5711649-93.2025.8.16.4283,0,1,0,1,1,0
3442511-94.2025.8.10.7708,0,1,0,1,1,1
9541874-09.2025.8.20.0033,0,1,1,1,1,1
2028364-11.2025.8.22.1824,1,1,0,1,0,1
8308768-50.2025.8.09.9809,1,1,0,1,1,1
1128464-67.2025.8.21.4995,1,1,0,0,0,1
6096313-72.2025.8.01.5116,0,0,0,1,1,1
7275323-92.2025.8.11.9462,1,1,1,1,1,1
7308445-35.2025.8.14.1739,1,1,0,1,1,1
5644497-96.2025.8.26.6187,0,1,0,1,1,1
9781644-71.2025.8.19.1379,1,1,0,0,1,0
2521362-98.2025.8.02.9837,1,1,1,1,0,1
5178751-37.2025.8.01.6698,0,1,0,1,1,1
6625785-17.2025.8.11.1400,1,0,1,0,1,1
1270001-41.2025.8.06.6843,1,0,0,1,1,0
9633163-23.2025.8.27.5081,1,1,1,0,1,0
5848370-82.2025.8.13.1749,1,1,1,1,1,1
9245301-40.2025.8.01.4206,1,1,0,1,1,1
6914709-74.2025.8.04.7117,1,1,1,1,1,1
1965529-25.2025.8.22.9127,0,1,1,0,0,0
2524913-41.2025.8.08.4279,1,1,0,0,1,1
6220899-58.2025.8.12.7409,0,1,0,0,1,1
8581143-18.2025.8.22.2794,1,1,1,0,0,1
5242411-07.2025.8.15.1637,1,1,0,1,0,0
6123150-66.2025.8.20.7848,1,1,1,1,0,1
1774737-00.2025.8.16.3942,1,1,0,1,1,1
1080187-95.2025.8.07.3324,1,1,1,0,1,1
8268815-84.2025.8.17.8197,1,1,0,1,1,1
4048766-32.2025.8.10.8762,0,1,0,1,1,1
7755181-25.2025.8.08.5572,0,1,0,0,1,1
7910630-14.2025.8.13.5791,1,1,1,0,1,1
9872483-14.2025.8.19.1593,0,1,1,1,1,0
6257034-50.2025.8.25.9964,1,1,0,1,0,1
9907837-88.2025.8.16.8484,1,1,1,0,1,1
7641224-97.2025.8.03.9744,1,1,1,1,0,0
1188708-77.2025.8.13.9383,0,1,1,0,1,1
6116377-42.2025.8.24.8039,1,1,1,0,1,1
7906001-98.2025.8.25.8103,1,1,1,1,1,1
8307722-08.2025.8.20.1738,0,0,0,1,1,1
4534442-47.2025.8.16.7407,1,1,0,1,1,0
1973930-28.2025.8.01.2433,1,1,1,1,1,1
5979023-28.2025.8.21.0725,0,0,1,1,0,0
1367884-27.2025.8.04.1799,0,1,0,1,1,1
2526942-40.2025.8.19.0692,1,1,0,1,1,1
6549927-80.2025.8.15.6303,1,1,1,1,1,1
9091762-86.2025.8.17.8178,1,1,0,1,1,0
5335935-18.2025.8.26.3503,1,1,1,0,1,1
8069454-53.2025.8.03.4350,1,1,0,0,1,1
5140407-34.2025.8.16.5106,0,1,0,1,1,0
7253147-32.2025.8.12.9996,1,1,0,1,1,0
4967159-99.2025.8.19.6489,1,1,1,1,1,1
1883073-87.2025.8.16.0260,1,1,1,1,0,1
9228142-78.2025.8.18.0893,1,1,0,1,0,0
8604387-78.2025.8.14.4779,1,1,0,1,1,1
6765596-03.2025.8.07.8456,1,1,1,0,1,1
3984208-13.2025.8.08.0090,1,1,1,1,1,1
3431386-62.2025.8.16.5185,1,1,1,1,1,1
8152339-38.2025.8.20.6494,1,0,0,1,0,1
7973930-33.2025.8.20.1513,1,1,1,0,1,1
6468656-67.2025.8.03.4738,1,0,0,1,1,1
2572753-61.2025.8.04.9410,0,1,1,0,0,1
8440286-76.2025.8.25.0534,1,1,1,1,1,1
2269232-01.2025.8.13.7832,1,1,0,1,1,1
5868640-13.2025.8.27.7050,1,1,1,0,1,1
3341781-51.2025.8.06.7637,1,1,0,0,0,1
2884827-10.2025.8.20.9253,1,1,1,0,0,1
5872334-39.2025.8.17.5494,1,1,1,1,1,1
7235685-62.2025.8.12.4211,1,1,1,0,1,1
3039866-54.2025.8.11.4965,1,1,1,0,1,1
9569415-19.2025.8.02.2868,1,1,1,1,0,0
3142203-51.2025.8.11.4691,1,1,1,1,1,1
2549055-79.2025.8.24.0330,1,1,1,0,0,1
1276578-32.2025.8.04.3183,0,0,0,1,0,1
1244412-72.2025.8.12.2917,1,1,1,1,1,1
2750099-41.2025.8.03.8715,0,1,0,1,1,0
4578538-66.2025.8.19.3401,1,1,1,1,1,1
4851187-66.2025.8.25.9675,1,1,0,0,1,1
1234828-98.2025.8.06.4923,1,1,0,1,1,1
5629025-43.2025.8.18.8906,1,1,1,1,1,0
8268653-73.2025.8.12.2637,1,0,0,1,1,0
4680529-99.2025.8.06.4592,1,1,0,0,1,1
1589565-14.2025.8.19.3651,0,1,0,0,0,1
9421569-34.2025.8.02.5645,0,0,0,0,1,1
6717621-26.2025.8.12.0562,1,0,0,1,1,1
5242860-06.2025.8.13.0048,1,1,1,1,1,1
6586726-94.2025.8.13.1815,1,0,0,0,1,0
6271044-68.2025.8.10.3524,1,1,1,0,0,1
3607282-80.2025.8.06.2945,1,1,1,1,1,0
1802211-79.2025.8.17.5146,1,1,0,1,1,1
4765299-65.2025.8.17.7297,1,1,1,0,1,1
5841186-41.2025.8.22.1205,0,1,1,0,1,1
5952977-93.2025.8.05.3220,0,0,0,0,1,1
4436484-25.2025.8.14.0887,1,1,1,1,0,1
5596123-49.2025.8.18.5709,1,1,0,1,1,1
8042192-93.2025.8.18.0787,1,0,1,0,1,1
8915509-68.2025.8.25.7024,1,0,1,1,0,1
4195212-63.2025.8.03.2503,1,0,0,1,1,1
4359895-32.2025.8.19.3359,0,0,1,1,0,1
8832870-05.2025.8.10.6944,1,1,0,1,0,1
4908219-00.2025.8.06.7381,1,0,1,1,0,1
3148323-15.2025.8.15.3295,1,1,1,1,0,1
5770006-36.2025.8.26.6875,1,1,0,1,1,1
9986428-70.2025.8.26.9882,1,1,1,0,0,1
4484711-16.2025.8.01.1682,1,1,1,1,1,0
8515955-26.2025.8.21.8244,1,1,0,1,1,1
9318687-77.2025.8.17.3684,1,1,1,1,1,1
4517475-26.2025.8.27.3692,1,1,1,1,1,0
7039808-70.2025.8.17.0694,0,1,1,0,1,1
3531855-07.2025.8.15.3663,1,1,1,0,1,1
2870271-88.2025.8.22.6052,0,0,1,1,1,0
3479002-88.2025.8.01.6239,1,1,1,1,1,1
9931330-65.2025.8.10.0755,1,1,1,1,1,1
9743112-97.2025.8.22.4818,1,0,0,1,1,1
8776688-82.2025.8.27.1926,1,1,1,1,1,0
1484988-78.2025.8.02.1847,1,1,0,1,1,0
3550384-11.2025.8.19.1863,0,0,1,1,1,0
6145882-09.2025.8.10.9479,0,1,0,1,1,1
9161534-65.2025.8.13.0952,0,1,0,0,0,1
6714045-05.2025.8.08.2506,0,1,1,0,1,0
9828081-82.2025.8.22.8518,0,1,1,0,1,1
2160344-90.2025.8.19.9497,1,1,1,1,1,1
6087468-66.2025.8.20.3382,1,1,1,1,1,1
3198690-01.2025.8.19.4961,1,1,0,1,1,1
9664275-20.2025.8.19.8758,0,1,0,1,0,1
2020618-52.2025.8.10.5302,1,1,1,1,1,1
2762957-79.2025.8.02.8282,0,0,0,1,0,1
7352693-23.2025.8.20.6203,0,1,0,0,1,1
7147468-98.2025.8.02.4257,1,1,1,0,1,1
3906076-47.2025.8.20.6696,1,1,1,1,1,0
1406881-94.2025.8.16.0529,1,1,1,1,1,1
7826259-97.2025.8.04.9357,0,0,0,0,0,1
9891258-09.2025.8.27.1794,1,1,1,1,1,0
1149707-94.2025.8.07.5511,1,1,1,1,1,0
9846344-86.2025.8.25.0944,1,1,0,1,1,1
1119549-20.2025.8.12.7733,1,1,1,1,0,1
7037191-94.2025.8.13.9236,1,1,1,1,1,1
1161363-58.2025.8.04.2030,0,1,1,0,1,1
2922489-07.2025.8.11.7826,1,1,1,1,1,1
5767495-69.2025.8.13.0207,0,0,1,0,1,1
5578868-58.2025.8.15.5360,1,1,1,1,1,1
4062538-19.2025.8.27.5004,1,0,1,1,1,1
7392942-67.2025.8.11.2665,1,0,0,1,1,1
3273970-22.2025.8.18.7829,0,1,0,1,1,0
3477850-58.2025.8.11.2682,1,0,1,1,1,1
2515528-76.2025.8.17.6343,1,1,1,1,0,1
2056978-35.2025.8.10.8520,1,1,1,1,0,1
7761224-49.2025.8.12.2610,1,1,0,1,1,1
4259159-92.2025.8.14.5105,0,1,1,1,1,1
8757792-80.2025.8.02.9628,0,1,1,1,1,1
5686649-07.2025.8.18.0702,1,1,1,1,1,1
9050882-76.2025.8.10.9029,1,1,1,1,1,0
5668296-97.2025.8.24.8421,0,1,1,1,0,1
3524687-00.2025.8.10.8315,1,0,0,1,1,1
7666191-60.2025.8.01.0838,1,1,0,1,1,1
2663467-24.2025.8.06.7289,1,1,1,0,1,1
8816157-97.2025.8.20.3182,0,0,1,1,1,1
4930404-93.2025.8.12.5628,1,1,0,1,1,0
1935613-54.2025.8.06.2137,0,1,0,1,1,1
8250931-43.2025.8.24.9620,1,1,0,1,1,0
8948067-40.2025.8.21.6465,1,1,1,0,1,1
6904132-05.2025.8.05.2528,1,1,1,1,1,0
4119442-10.2025.8.06.6952,0,1,1,0,0,1
2204540-01.2025.8.19.9968,1,1,1,1,1,0
2430821-96.2025.8.07.6754,0,1,0,1,0,0
6848280-84.2025.8.20.2338,1,1,0,0,1,0
7426894-81.2025.8.19.9116,1,1,1,1,1,1
4486325-49.2025.8.10.3968,1,1,1,1,1,1
2193464-11.2025.8.07.1766,1,1,1,1,1,0
3787076-23.2025.8.07.1734,1,1,0,1,0,1
1407256-83.2025.8.20.3587,1,1,1,1,0,1
1131901-40.2025.8.25.1517,1,1,1,1,0,1
8982730-90.2025.8.27.3522,0,0,0,1,0,1
6032657-14.2025.8.24.8468,0,1,1,1,1,1
5358594-49.2025.8.24.2328,1,1,1,1,1,1
4616120-30.2025.8.09.8091,1,0,1,0,1,1
8030466-14.2025.8.24.8435,1,1,1,0,1,1
8573563-49.2025.8.09.2634,1,1,1,1,0,1
7459603-20.2025.8.04.1166,0,1,0,1,1,1
6875424-38.2025.8.16.9265,1,1,0,1,1,1
5265885-84.2025.8.01.7008,1,1,0,0,1,0
6837175-23.2025.8.24.0008,0,1,0,1,1,1
1578738-51.2025.8.21.8829,1,1,0,0,1,1
6225186-84.2025.8.12.9944,0,1,0,0,1,1
5773766-25.2025.8.02.1149,1,1,1,1,0,1
8570370-35.2025.8.13.1458,1,1,1,1,1,0
3589980-30.2025.8.16.1830,1,1,1,0,1,1
6085638-19.2025.8.19.1569,1,1,1,1,1,1
7745028-65.2025.8.10.3336,1,1,1,1,0,1
9711655-00.2025.8.24.2725,1,1,1,1,1,1
2136957-91.2025.8.17.0002,0,0,1,1,1,1
3281758-75.2025.8.11.0958,1,1,1,1,1,1
9780946-43.2025.8.13.5693,1,1,0,1,1,1
2076513-85.2025.8.11.9158,0,1,1,1,1,1
6399713-70.2025.8.18.7160,1,1,0,1,1,1
9694151-03.2025.8.01.8159,1,1,1,0,1,1
7884890-13.2025.8.04.6249,1,1,0,1,1,1
8768246-47.2025.8.21.8588,1,1,0,1,1,1
9561330-13.2025.8.15.3176,1,0,0,0,0,1
2202330-27.2025.8.08.5224,1,1,0,1,1,1
4102267-37.2025.8.01.5475,0,1,1,0,1,1
3113941-81.2025.8.09.5163,1,1,1,1,1,1
1599836-57.2025.8.11.6330,1,1,1,1,1,0
2467592-34.2025.8.20.2356,1,1,1,0,0,1
9430121-28.2025.8.20.4543,1,1,1,1,1,1
2808144-85.2025.8.03.6897,1,1,1,1,1,1
2512077-56.2025.8.04.6701,1,1,0,1,1,0
4274231-39.2025.8.24.0678,1,1,1,1,1,0
1481599-04.2025.8.27.7410,0,1,1,1,1,0
1653424-59.2025.8.15.5263,1,1,0,1,1,1
8025479-56.2025.8.02.1979,1,1,0,1,1,1
3647823-44.2025.8.05.2120,1,1,1,1,1,1
5715630-72.2025.8.21.8042,1,1,1,0,1,0
1380600-54.2025.8.18.9481,0,0,1,1,0,1
2773282-07.2025.8.26.7302,1,1,1,0,1,1
3833709-43.2025.8.25.6201,1,1,1,0,1,1
7726513-71.2025.8.04.0537,1,1,1,1,1,1
5717923-13.2025.8.16.9556,1,1,0,0,1,1
2740760-76.2025.8.21.9417,1,1,1,1,1,1
8248575-79.2025.8.04.5510,0,1,1,0,1,1
7223772-10.2025.8.14.9002,1,1,0,0,1,1
2978493-59.2025.8.19.6101,1,1,1,1,1,1
4027446-99.2025.8.02.9922,1,1,1,0,1,1
8645586-00.2025.8.25.5420,1,1,1,1,1,1
7316727-16.2025.8.20.3956,1,1,1,0,1,1
7116762-52.2025.8.08.6523,1,1,1,1,1,1
2363695-54.2025.8.13.8084,0,1,0,1,1,1
2523878-60.2025.8.10.7242,1,0,1,0,1,1
6895305-79.2025.8.01.8742,1,1,0,1,0,0
7527964-95.2025.8.08.0972,0,1,1,0,1,1
5897656-45.2025.8.26.2939,0,1,1,0,1,0
5366204-74.2025.8.21.6510,1,0,1,0,1,1
8152443-17.2025.8.22.8200,1,1,0,0,0,1
2413549-35.2025.8.22.0161,1,1,1,1,1,1
9679884-26.2025.8.05.4312,1,1,0,1,1,1
9079792-46.2025.8.20.4506,1,1,1,0,1,1
9807681-02.2025.8.14.4706,0,1,0,0,1,1
1693613-90.2025.8.24.1112,0,1,1,1,0,1
5942652-48.2025.8.04.1018,1,1,1,1,1,1
1163054-50.2025.8.10.9197,1,1,0,1,1,1
2934752-06.2025.8.09.3558,1,1,1,1,1,1
1001907-05.2025.8.12.4957,0,1,1,0,1,1
6787746-98.2025.8.13.3406,0,0,1,1,0,1
6155386-98.2025.8.03.5833,1,0,1,1,1,1
4031848-24.2025.8.21.6769,0,0,0,0,1,1
2423065-96.2025.8.20.2058,1,1,0,0,0,1
8061982-13.2025.8.20.3373,1,1,1,0,1,1
1584785-83.2025.8.09.9064,1,1,0,0,1,1
7353463-11.2025.8.15.2187,1,1,1,1,1,1
5408263-99.2025.8.01.8735,1,1,0,1,1,1
5122984-75.2025.8.26.7448,1,1,1,0,1,1
3039096-51.2025.8.18.0987,1,0,0,0,1,1
1138105-17.2025.8.14.9553,1,1,1,1,1,0
7330882-86.2025.8.16.3653,1,1,1,1,1,1
2130956-60.2025.8.24.9660,1,1,1,0,1,1
9597809-59.2025.8.09.9102,1,1,1,1,1,1
4124689-59.2025.8.26.1768,1,1,1,0,1,0
7178460-50.2025.8.06.5822,0,1,0,1,1,1
8280915-93.2025.8.17.0512,1,1,1,1,1,1
5547242-37.2025.8.04.7548,1,1,1,1,0,1
7116762-79.2025.8.18.6839,1,1,1,1,1,1
5968754-39.2025.8.20.7922,1,1,1,0,1,0
7387696-30.2025.8.25.7265,1,0,0,1,1,1
1771673-95.2025.8.16.7621,1,1,1,1,1,0
9547452-08.2025.8.13.0320,1,1,0,1,0,1
7679141-32.2025.8.22.6627,1,0,1,0,1,1
4479074-10.2025.8.27.7749,1,1,1,1,1,1
1648404-53.2025.8.16.0585,1,1,1,0,1,0
7087296-56.2025.8.06.9921,0,0,1,1,1,1
9027116-55.2025.8.26.4689,1,1,0,1,0,1
4321716-72.2025.8.25.1067,1,1,1,1,1,1
6991310-66.2025.8.16.0220,1,1,1,1,1,1
8538353-83.2025.8.10.7016,1,1,0,0,1,1
2015674-38.2025.8.26.9430,1,1,1,1,1,0
7738930-14.2025.8.18.3227,1,0,1,0,1,1
9463782-10.2025.8.17.6712,0,1,1,1,0,1
1772688-77.2025.8.21.5044,1,1,0,1,1,1
7034023-24.2025.8.03.5326,1,1,1,1,0,1
8478873-36.2025.8.13.1312,0,1,1,1,0,1
4106315-37.2025.8.09.7387,1,0,1,1,0,1
8152480-64.2025.8.25.0381,0,1,0,1,1,1
4293067-41.2025.8.12.4871,1,1,1,1,1,0
3880331-72.2025.8.20.7159,1,1,0,0,0,1
8643548-67.2025.8.13.2138,1,1,1,1,1,1
9022603-78.2025.8.15.0966,1,1,1,1,1,1
7655765-23.2025.8.03.9525,0,0,0,0,1,1
1400037-32.2025.8.02.6182,0,1,0,1,1,1
6538211-61.2025.8.14.5153,1,1,1,1,0,1
4927162-13.2025.8.07.0330,1,1,1,1,1,1
8033696-50.2025.8.18.4110,1,1,0,1,1,1
3280682-02.2025.8.06.2699,1,1,0,1,1,1
5671599-98.2025.8.20.7952,1,1,1,0,1,0
9857850-68.2025.8.26.3083,1,1,0,0,1,1
5929300-82.2025.8.09.6958,1,1,1,1,1,1
3361183-75.2025.8.05.7769,0,1,0,1,0,1
6406721-39.2025.8.15.0333,1,1,1,1,1,1
4097212-46.2025.8.19.5699,1,1,0,1,1,1
7470128-16.2025.8.21.4351,1,1,1,1,1,1
9328605-68.2025.8.14.8439,1,1,1,1,1,1
2889637-87.2025.8.15.5595,1,1,0,1,1,1
8023018-65.2025.8.06.2898,1,1,1,0,1,1
1811889-37.2025.8.08.5790,1,1,1,0,1,1
3524840-88.2025.8.06.8329,1,0,0,0,0,1
3213150-41.2025.8.02.9368,1,1,1,1,1,1
3439855-04.2025.8.03.3762,1,1,0,1,1,1
9395850-21.2025.8.08.1900,0,1,1,1,0,0
8970126-68.2025.8.25.9921,1,1,0,1,1,1
3892436-53.2025.8.06.1278,0,0,1,1,0,1
4215138-65.2025.8.25.8799,1,1,1,1,1,1
5721984-45.2025.8.16.9256,1,1,1,1,1,1
8844467-71.2025.8.11.2245,0,1,0,1,0,1
7126168-86.2025.8.13.8222,1,1,1,1,1,1
4391891-00.2025.8.19.1126,1,1,1,0,1,1
4523680-10.2025.8.20.8279,1,1,1,0,1,1
5127050-22.2025.8.04.0430,0,0,1,1,1,0
1628510-64.2025.8.02.0848,1,0,0,1,0,1
2756943-36.2025.8.25.8354,1,1,0,1,1,1
1280561-83.2025.8.04.0678,1,1,1,1,1,1
2434475-93.2025.8.14.8467,1,1,0,1,1,0
8964710-12.2025.8.10.2883,1,1,0,1,0,0
4253774-78.2025.8.26.5655,0,0,0,0,1,1
7836826-01.2025.8.22.4749,1,1,1,0,0,1
7778403-56.2025.8.10.9911,0,0,1,1,0,1
3150221-47.2025.8.18.7607,1,1,0,1,1,1
7482013-33.2025.8.21.9464,0,1,0,0,1,1
4963219-22.2025.8.27.5155,1,1,1,1,0,1
3509655-91.2025.8.09.1292,1,0,1,1,1,1
5481251-02.2025.8.03.5267,0,1,1,0,0,1
7824321-42.2025.8.04.6930,0,0,0,1,0,1
6454819-85.2025.8.14.4573,1,1,1,1,1,0
8231123-20.2025.8.16.4158,1,1,1,0,1,1
6412827-32.2025.8.22.1233,1,1,0,1,1,1
1743734-85.2025.8.25.2332,1,0,1,1,1,1
8619787-26.2025.8.19.9196,1,1,1,1,1,1
4364252-81.2025.8.16.4907,1,1,0,0,0,1
8467070-76.2025.8.22.5909,0,1,1,0,1,1
5628960-39.2025.8.15.6119,1,1,1,0,1,1
2708735-01.2025.8.05.7424,1,1,1,0,1,1
9768446-34.2025.8.11.9577,0,1,0,1,1,1
3721694-67.2025.8.16.7359,1,1,0,0,1,0
1155079-75.2025.8.21.5377,0,0,1,0,1,1
1024685-63.2025.8.21.1497,1,1,1,1,0,1
5380679-92.2025.8.14.1415,0,0,1,1,1,1
1601620-78.2025.8.12.7315,1,1,1,1,1,0
7852609-36.2025.8.15.8089,1,0,1,1,1,1
1222139-19.2025.8.09.8866,1,1,1,0,1,1
9976648-65.2025.8.11.1423,1,1,1,0,1,0
7759739-67.2025.8.27.7409,1,1,1,1,1,1
5798536-26.2025.8.03.0230,1,1,0,0,1,1
4030545-12.2025.8.07.2860,1,1,0,0,0,1
9204870-35.2025.8.24.1306,1,1,0,0,0,1
4159810-48.2025.8.05.5129,1,1,1,1,1,1
7593349-60.2025.8.15.7789,0,0,0,0,1,1
8119324-05.2025.8.04.8912,0,1,0,0,1,1
5228115-11.2025.8.10.2559,0,1,1,0,0,1
3768851-74.2025.8.04.5284,1,1,1,1,1,0
3200235-34.2025.8.15.9341,0,1,1,1,0,1
2769458-28.2025.8.14.5767,1,1,1,1,1,1
5687312-40.2025.8.26.9811,0,1,0,1,1,0
2552363-90.2025.8.06.9543,1,1,0,0,1,1
2113760-25.2025.8.15.8458,0,1,1,1,1,1
7943927-44.2025.8.09.4273,1,1,1,1,0,1
6801035-55.2025.8.21.2257,1,1,1,1,1,1
6641364-84.2025.8.09.8204,1,1,1,0,1,0
3874218-82.2025.8.01.7029,1,0,1,1,1,0
7341881-47.2025.8.03.9107,1,1,1,0,1,1
1283926-26.2025.8.15.4272,1,1,1,0,1,1
9849996-08.2025.8.27.1147,1,1,1,0,1,1
2339753-10.2025.8.16.7737,1,1,1,1,1,0
2635766-23.2025.8.02.2255,1,1,1,1,1,1
6416470-11.2025.8.25.7752,0,1,1,1,1,1
8722767-59.2025.8.17.2615,1,1,1,1,1,0
2685637-36.2025.8.22.0895,1,0,1,1,0,1
8465725-12.2025.8.27.5425,1,1,1,1,0,0
4769404-52.2025.8.18.6078,1,1,0,1,1,1
8781397-65.2025.8.08.5506,1,1,1,0,1,1
4408091-05.2025.8.01.2229,1,1,1,1,1,1
3831543-88.2025.8.03.4400,1,1,1,1,1,1
1083506-57.2025.8.12.2614,1,1,1,1,1,0
3177979-25.2025.8.27.6600,0,1,0,0,0,1
8593112-15.2025.8.11.2006,1,1,1,0,0,0
2746152-27.2025.8.04.3307,1,1,1,0,1,1
8837143-96.2025.8.12.3846,0,1,0,0,1,0
6058013-50.2025.8.19.7927,1,1,1,0,1,1
3698502-71.2025.8.18.4036,0,0,0,1,1,1
5721994-46.2025.8.13.8627,1,1,1,1,1,1
5910776-35.2025.8.19.3306,0,1,0,0,0,0
1630096-41.2025.8.10.0549,1,0,1,0,1,0
8690296-80.2025.8.24.1194,0,1,1,0,1,1
1770173-87.2025.8.15.6669,1,1,1,1,1,1
3931010-14.2025.8.17.8292,0,1,0,1,1,1
6381422-34.2025.8.16.0602,0,1,0,1,1,1
9676104-87.2025.8.03.0624,1,1,1,1,0,0
2306100-38.2025.8.02.8785,0,1,0,1,0,1
4919006-58.2025.8.20.7710,1,1,0,0,1,1
8624115-89.2025.8.18.9711,0,1,0,1,0,1
1836978-08.2025.8.09.3072,1,1,0,1,1,1
1807603-34.2025.8.06.6428,1,1,1,1,1,0
3607098-84.2025.8.10.1633,0,1,0,0,1,1
9548701-88.2025.8.08.0461,1,1,1,0,0,1
5256345-04.2025.8.06.8296,1,1,1,0,1,1
8502750-72.2025.8.10.0126,0,1,0,1,0,1
2050241-73.2025.8.19.6291,1,0,0,0,1,1
2078500-65.2025.8.08.0079,0,0,0,1,0,1
4772118-49.2025.8.10.0874,1,1,0,1,0,0
4011207-21.2025.8.16.3211,0,1,0,1,1,1
1703016-33.2025.8.24.9660,1,1,1,0,1,1
5792215-60.2025.8.16.3066,1,1,1,0,1,1
1887121-66.2025.8.24.2675,1,1,0,1,1,1
1761370-25.2025.8.01.0116,1,1,1,0,0,1
7049272-85.2025.8.02.0683,0,1,1,1,1,1
9714212-51.2025.8.08.0208,1,1,0,1,1,1
7350022-80.2025.8.25.4012,0,1,1,1,1,1
1456728-91.2025.8.22.1702,1,1,1,1,0,1
4332855-13.2025.8.06.8802,0,1,0,0,1,1
2425697-91.2025.8.27.8539,1,1,1,0,1,1
1933708-48.2025.8.17.8082,1,1,1,1,1,0
4490420-39.2025.8.17.7070,0,1,1,1,1,1
5895777-48.2025.8.12.2755,0,1,0,1,1,1
1084706-49.2025.8.20.2329,1,1,1,1,1,1
6986868-58.2025.8.13.9727,1,1,1,1,1,1
5850228-72.2025.8.26.9076,1,1,1,1,1,1
7586878-37.2025.8.26.9546,1,1,0,0,1,1
3140546-21.2025.8.05.7108,0,0,1,1,1,1
4691585-45.2025.8.16.9155,1,1,1,1,1,1
6983865-50.2025.8.11.2290,1,1,1,1,0,1
8722306-74.2025.8.10.1623,0,0,1,1,1,1
5472796-92.2025.8.03.2548,1,1,0,1,0,1
9610638-33.2025.8.04.6264,0,0,0,0,1,1
3409263-70.2025.8.09.7627,1,1,0,1,0,1
3164706-39.2025.8.04.2517,1,1,1,1,1,1
9405454-65.2025.8.01.9472,1,1,1,1,0,0
2970645-05.2025.8.18.0353,1,1,1,1,1,1
5287146-60.2025.8.24.1364,1,1,1,0,1,1
1998542-23.2025.8.25.1919,1,1,1,0,1,0
6986151-83.2025.8.25.9748,0,1,1,0,1,0
4989852-35.2025.8.06.5512,0,1,1,1,1,1
3581188-24.2025.8.21.3698,1,1,1,1,0,1
7619398-43.2025.8.10.1704,0,1,0,1,0,1
5080392-57.2025.8.17.6341,1,1,1,1,1,1
8588037-47.2025.8.05.2357,1,0,1,1,1,1
1375144-77.2025.8.27.8542,0,1,0,1,1,0
4997289-25.2025.8.05.0439,1,1,1,0,1,1
2526722-26.2025.8.10.0242,1,0,1,1,1,1
1513999-71.2025.8.10.2972,0,0,0,0,1,1
9453618-17.2025.8.03.7254,1,1,1,1,0,1
3784123-06.2025.8.16.5956,1,1,0,1,1,1
7995971-65.2025.8.11.2921,1,1,1,1,1,1
6007370-86.2025.8.24.0924,0,0,0,1,1,1
4531627-64.2025.8.04.7768,0,1,1,1,1,1
6737810-84.2025.8.27.2889,0,1,1,1,1,1
2289756-06.2025.8.22.8972,1,1,1,1,1,1
4552994-64.2025.8.01.6401,1,1,1,0,1,1
3386580-54.2025.8.09.0280,0,0,1,1,1,1
3779641-48.2025.8.27.4500,1,1,1,1,1,1
3118748-97.2025.8.07.4843,1,0,1,1,1,1
2312340-90.2025.8.13.3820,1,1,1,1,1,1
5312325-93.2025.8.17.9326,1,1,1,1,1,1
7421828-45.2025.8.10.2969,1,1,0,1,1,1
3934439-48.2025.8.27.2720,1,1,1,1,1,0
2015952-14.2025.8.02.9482,0,0,1,1,1,1
3771914-29.2025.8.26.3488,1,1,0,0,1,0
4932324-01.2025.8.22.6067,1,1,1,1,0,0
2723812-30.2025.8.08.8686,0,1,0,1,1,1
6854536-34.2025.8.07.2645,1,1,0,0,1,1
5625283-20.2025.8.06.2383,0,1,0,0,0,1
1108614-78.2025.8.22.6879,1,0,1,0,1,1
9891025-77.2025.8.15.1261,1,1,0,1,0,1
9424215-03.2025.8.26.3426,1,1,0,1,1,1
